startDATA metal1 71 71	
	 0.3753936465 0.3698048937 0.3639472744 0.3578207886 0.3514254365 0.3447612178 0.3378272726 0.3305756733 0.3230149272 0.3150987303 0.3066638333 0.2977102363 0.2882372176 0.2782515997 0.2677685882 0.2567881832 0.2453103847 0.2333351927 0.2208626072 0.2079402253 0.1946076684 0.1807093305 0.1662543141 0.1512848117 0.1357249955 0.1195691324 0.1027610739 0.08566871972 0.06838179824 0.05090030943 0.03318667673 0.01511972015 9.999999697e-06 9.9999985e-06 9.999998099e-06 9.999998494e-06 9.999998569e-06 9.999999198e-06 9.999999872e-06 0.01505752713 0.03312219884 0.05082744518 0.06819676605 0.08531093206 0.1021135434 0.1186108052 0.1347868759 0.1504527953 0.1655860606 0.1801866718 0.1942558748 0.2077469133 0.2206794762 0.2330753771 0.2449512306 0.2563544664 0.2664012153 0.2755285904 0.2844007304 0.2930176352 0.3013793049 0.3094857395 0.317336939 0.3249329034 0.3322736326 0.3393591267 0.3461893856 0.3527644095 0.3590841982 0.3651487518 0.3709580703
	 0.3781809302 0.3727604833 0.36707117 0.3611129903 0.3548859441 0.3483911982 0.3417167309 0.3347008701 0.3273436157 0.3196308623 0.3114262888 0.3027030153 0.2934610417 0.2837003681 0.2734209944 0.2626229206 0.2513061468 0.2394706729 0.2271105018 0.2140820895 0.2004891619 0.1865775723 0.171968791 0.1567443328 0.140945995 0.1245925592 0.107604631 0.0901272172 0.07213259847 0.05377588979 0.03505515309 0.01594225637 9.999999895e-06 9.999999261e-06 9.999999173e-06 9.999999131e-06 9.999999134e-06 9.999999182e-06 9.999999751e-06 0.01572052302 0.0346676106 0.05321129626 0.07130364989 0.08905364352 0.1063873921 0.1233242787 0.1398330253 0.1557998503 0.1712247538 0.1860390578 0.2002981406 0.2140055228 0.2271355458 0.2396086042 0.2515193664 0.2624927429 0.2728132253 0.2820323785 0.2907949916 0.2992710341 0.307460506 0.3153634072 0.3229797378 0.3303094978 0.3373526871 0.3441093059 0.350579354 0.3567628315 0.3626597384 0.3682700746 0.3735938403
	 0.3831916473 0.3779395064 0.3724184991 0.3666286253 0.3605698851 0.3544555112 0.3480167824 0.34123666 0.3341151442 0.3266522348 0.3187791784 0.3102862284 0.3012745783 0.2917522563 0.2818432799 0.2714508303 0.2605749077 0.2490717139 0.2367920815 0.2240020421 0.2107247183 0.1967026199 0.1819078446 0.1665043424 0.1504921134 0.1339177042 0.1165206777 0.09794730579 0.07869113795 0.05896734921 0.03861679043 0.01763946162 1.000000029e-05 1.000000188e-05 1.000000353e-05 1.000000522e-05 1.000000405e-05 1.00000024e-05 1.000000036e-05 0.0175606944 0.0383368655 0.05846053964 0.07793171683 0.09675039706 0.1149165803 0.1326264997 0.1494037701 0.1654532735 0.1809608554 0.1959265156 0.2103502542 0.2241799458 0.2372238786 0.2493246705 0.2607708721 0.2713308267 0.2814253477 0.2910544351 0.3002180888 0.308916309 0.3171490955 0.3246244673 0.3317230391 0.3385350403 0.3450604709 0.3512993309 0.3572516203 0.362917339 0.3682964871 0.3733890646 0.378215664
	 0.3904257979 0.385341963 0.3799892617 0.3743676939 0.3687920144 0.3629304175 0.3567274271 0.3501830432 0.3432972657 0.3361771589 0.328852801 0.3212478303 0.3127787809 0.3038262583 0.2943902627 0.2844707939 0.2741906015 0.2632792593 0.2516884737 0.2394182447 0.2265633636 0.2131142333 0.1985389223 0.1826705201 0.1663537396 0.1492262124 0.1309223397 0.1111526741 0.09026978894 0.06831846235 0.04529869433 0.02121048488 1.000000062e-05 1.000000178e-05 1.000000254e-05 1.00000029e-05 1.000000286e-05 1.000000192e-05 1.000000064e-05 0.02051145112 0.04435281017 0.06701437742 0.08836171878 0.1087988205 0.1284937949 0.1472553692 0.1648943269 0.1810365538 0.1967357698 0.2115987514 0.2256958974 0.2388874831 0.2511607809 0.2624638479 0.2730677295 0.2831254353 0.2928183894 0.3021607051 0.3110983974 0.3195706562 0.3275774813 0.3351188727 0.3421948306 0.3488053549 0.3549504455 0.3606803569 0.3662352206 0.3716398487 0.376894241 0.3819983976 0.3869523185
	 0.399883382 0.3949678531 0.3897834577 0.3847262402 0.3794417753 0.3738158714 0.3679656834 0.3618956408 0.3556057438 0.3490959921 0.342366386 0.3354169253 0.3282476101 0.3200705532 0.3111894962 0.3023258876 0.2927828355 0.2825603401 0.2716584012 0.2600770189 0.2478161932 0.2348715715 0.2212805612 0.2063870623 0.1895225519 0.1722376137 0.1542751424 0.1332611765 0.1099640443 0.08438374553 0.05652028038 0.0263736488 1.000000044e-05 1.000000193e-05 1.000000222e-05 1.000000242e-05 1.000000303e-05 1.000000231e-05 1.000000036e-05 0.02493480788 0.05393534827 0.08132646359 0.1071081539 0.1312804191 0.1538676882 0.1735527092 0.1895734406 0.2037176926 0.2185464677 0.2327362992 0.2460078428 0.2583610984 0.2697536978 0.2799161568 0.2897200736 0.2991654482 0.3082522807 0.3168823333 0.325146118 0.3330451511 0.3407259761 0.3480414062 0.3548914026 0.3612759655 0.3671950947 0.3727741136 0.378208318 0.3834922867 0.3886260196 0.3936095168 0.3984427783
	 0.4103743329 0.4061331494 0.4017757126 0.3973147907 0.3926340142 0.3877333832 0.3826128977 0.3772725576 0.371712363 0.3659323138 0.3599324101 0.3537126518 0.3472730391 0.3404384316 0.3322085475 0.3242348722 0.3157126537 0.3066026896 0.2969049798 0.2866195244 0.2757463234 0.2642853767 0.252364414 0.2392549066 0.2217402302 0.2059363353 0.1921951693 0.1742014866 0.1519552873 0.1249814397 0.09075692657 0.05011084384 0.01197703957 0.01141854603 0.01132588759 0.01045950295 0.01012475228 0.01089259941 0.01125395063 0.0374394603 0.07567283194 0.1101116031 0.1407557737 0.1676053438 0.1906603134 0.2096492674 0.2242776518 0.2345538631 0.2463678725 0.2593435503 0.2717767638 0.2832916892 0.2931914531 0.3025113428 0.3114726902 0.3200754955 0.3283197586 0.3362054795 0.3437326582 0.3509247505 0.3577593658 0.3642292294 0.3703343414 0.3764666852 0.382159853 0.3876216757 0.3929352207 0.3978241358 0.4023117641 0.406558123 0.4105632124
	 0.4220057601 0.4185576463 0.414990949 0.4113332619 0.407568351 0.4035835856 0.3993789656 0.3949544911 0.3903101621 0.3854459785 0.3803619403 0.3750580477 0.3695343005 0.3631573827 0.3563074717 0.3492139888 0.3418769341 0.3341691881 0.3258724726 0.3169880114 0.307729298 0.2981229703 0.288145114 0.2776767109 0.263899336 0.2500418787 0.2367099279 0.2239034838 0.2116225463 0.2010650523 0.1864397115 0.1675618541 0.1493881806 0.1419720678 0.1356590249 0.1315231541 0.131247219 0.133393237 0.1380205241 0.146042353 0.167690121 0.1879016212 0.2066113004 0.2238191585 0.2395251955 0.2537294113 0.2664318061 0.2749439006 0.2842974646 0.2946935306 0.3040940244 0.3133858206 0.3221557163 0.3305516695 0.3385736802 0.3462217484 0.3534958741 0.3603960573 0.366922298 0.3730745962 0.3787630001 0.3841530728 0.3892938898 0.3940895907 0.3990752281 0.4038066735 0.4082626625 0.412477382 0.4162754365 0.4196215708 0.4228408232
	 0.4349930976 0.4323365434 0.4295614058 0.4266676849 0.4237281133 0.4206592135 0.4173704591 0.4138618501 0.4101333867 0.4061850686 0.4020168961 0.397628869 0.3928939721 0.3876676062 0.3821976684 0.3764841587 0.3705270771 0.3643348566 0.358017799 0.3513558242 0.3439105058 0.3360987647 0.3280322312 0.3202492704 0.3105486282 0.3012442581 0.2924653947 0.2842120378 0.2762399559 0.2689369536 0.2623584914 0.2565045695 0.2501648983 0.2422095851 0.236555154 0.2334025018 0.2325369048 0.2339583628 0.2376668758 0.2436624439 0.2528638014 0.2629240706 0.2722006155 0.2799753393 0.2889407151 0.2981364227 0.3074837844 0.3169828002 0.3254194294 0.3333121587 0.3410428384 0.3486114684 0.3559966535 0.3628491914 0.3693277868 0.3754324397 0.38116315 0.3865199179 0.3915027433 0.3961649003 0.4005527285 0.4048387046 0.4092254316 0.4131911913 0.4169359953 0.4210821005 0.4238237807 0.4265030273 0.4295564727 0.4324830361 0.4352827176
	 0.4493348354 0.4474698409 0.445486263 0.4433841017 0.4411633571 0.4389602668 0.436587378 0.4339946346 0.4311820367 0.4281495842 0.4248972773 0.4214251157 0.417815495 0.4139691023 0.4098791376 0.40557002 0.4011607859 0.3966530778 0.3920468957 0.3873422396 0.3825391094 0.3776375052 0.3720701038 0.366412989 0.3599458385 0.3545838838 0.3497484688 0.3451084107 0.3406584623 0.3363986236 0.3323288946 0.3284492753 0.324334354 0.3191772884 0.3156096363 0.3136313978 0.3132425728 0.3144431613 0.3172331634 0.3197364572 0.3227747816 0.327848586 0.3330526982 0.3385433246 0.3443676523 0.3506601109 0.3574207005 0.3632295557 0.3687879781 0.374436976 0.3800943863 0.3855897469 0.3909230578 0.3960943191 0.4010271363 0.4055883739 0.409775669 0.4137060407 0.4174703734 0.4209752864 0.4243226193 0.4274569334 0.4306471311 0.4340375746 0.437155683 0.4403061975 0.4417270675 0.4430031262 0.4444076118 0.4459405244 0.4481389086
